,gene_claudin-low,score_claudin-low,gene_LumA,score_LumA,gene_LumB,score_LumB,gene_Her2,score_Her2,gene_Normal,score_Normal,gene_Basal,Basal
0,RAB17,5.960212469718419,ANKRD11,27.147073674841376,DTWD2,19.97887188724903,FKBP5,0.7919520406837512,TXNDC9,0.4542143440338257,TFE3,3.680925203534252
1,SPDEF,5.717004887587015,DYNLRB1,26.4819784860126,BLZF1,19.77301952477817,MELK,0.7847182996766111,SUMO1P3,0.45244331325550896,SGMS1,3.6292920991450837
2,KRT18P55,5.701024088241848,HSP90AB3P,26.131636189483675,IL17RD,19.68366603717116,HERC3,0.7708249800286884,RTRAF,0.45013139478471836,SHROOM2,3.5787341879137284
3,PPWD1,5.631163758284661,CSNK1G3,25.660056200876433,USP49,19.655475453858013,AACS,0.7627407177600295,HNRNPC,0.448844424741544,SATL1,3.53274467339082
4,KRT18,5.6002740204267925,HIRIP3,25.554631332913612,MBD4,19.65415573680029,SCP2,0.7603792348021727,COPS8,0.4484177344240795,FILIP1,3.527801037536821
5,STARD10,5.567252190840636,THY1,25.411149093708932,NLRP8,19.52123943509979,SLCO1B7,0.7570982207174198,CCNH,0.44662620617218457,DKK1,3.5028277571655786
6,KIAA1522,5.554240600610348,SYAP1,25.251954270748872,SPN,19.50694920010457,UBE2S,0.7546539613903259,FAM133B,0.44590977554833194,TBC1D25,3.4447619118029276
7,SLC9A3R1,5.552569981939544,PLCG1,25.082868451466645,GPR1,19.48009065552793,ACSM1,0.75158252531778,RAB33B,0.4453314991662722,CCNB3,3.4132472821821853
8,TJP3,5.539766285631659,GYPC,25.005889872107517,LEP,19.390044924572457,HJURP,0.7514707397993025,YY1,0.44508638263849953,PNMA5,3.390167044289599
9,ERBB3,5.506656219189079,LIME1,24.91628547973753,DMC1,19.345264983267462,NAAA,0.749684557587853,CAST,0.4442823106791739,WDR60,3.375380492199661
10,ING3,5.419573168563449,TTYH3,24.88388420792917,ZNF682,19.326082745914405,IDI1,0.7471202239613809,EIF3M,0.44248529075378196,PCP2,3.3624595332614757
11,KRT8,5.415481037993721,USP34,24.81230184906634,CSF2RA,19.286242110277332,HPGD,0.7464301633606115,PPP2CB,0.4403734050957442,NPTX2,3.354707162172918
12,CASZ1,5.397975397804187,FAHD1,24.725433324293768,TNFSF14,19.26801755357588,UGT2B10,0.7438106896277201,IER3IP1,0.43987509844425143,PAQR6,3.348143173905284
13,XBP1,5.390639539582306,ZNF444,24.689363555630287,NUBPL,19.238216509825783,RAP2A,0.7429619647738539,UBLCP1,0.43822347527313144,ANO5,3.346946833385248
14,CDS1,5.384725935829139,FYB1,24.675894680415,PTPLAD2,19.2163798515314,PGC,0.7429195754472657,MTF2,0.4381303516852658,LAMB4,3.3337677476009353
15,HID1,5.378957353685209,LYN,24.66895153361303,ZNF223,19.178767864825776,PEX14,0.74279150735111,TMED7,0.43760812737545335,SPINT2,3.3271431708733674
16,RAB25,5.306007642779097,ARMC1,24.558058806930777,PCDHB9,19.156588864033584,NUP188,0.7417909476478857,UTP3,0.4373998427289755,RBM24,3.295113156809472
17,KRT19,5.305002785728047,FCGR1C,24.552716210870436,DENR,19.127119973232308,NRM,0.7363733044681782,PTGES3,0.4371317420629745,OR4C12,3.29412708327868
18,FOXA1,5.284862130909642,PMVK,24.54744825995469,STRIP2,19.125617603602738,HPD,0.7359278334740622,IFT74,0.43663450459454106,PRKAG2,3.2788878832738124
19,OVOL2,5.259763217138042,FERMT3,24.54136509907848,TMEM267,19.107772606595724,RAB1A,0.7343267010329368,AP5M1,0.434713800523212,C7orf69,3.274429159932119
20,PROM2,5.235151767460313,SYNDIG1,24.519392333424495,MED15P9,19.100227960501666,KDM1A,0.7333022994090208,RPS3A,0.4342105129297432,SELENBP1,3.271953255946558
21,SCNN1A,5.228487392299103,LAPTM5,24.4721408737064,PLA2G2D,19.086949498520497,SPINK8,0.732988314539144,DCTN4,0.4336317059764949,TBC1D14,3.2584172070693675
22,TMEM30B,5.200597670900806,MTDH,24.421884533422954,GNPNAT1,19.06925109501661,PNLIPRP3,0.7326805930154342,FYN,0.4327453169719822,LOC440082,3.2578589720930147
23,CRIP1,5.13398431630234,RAB13,24.381798182215217,ALPP,19.04827787027768,PROS1,0.7326331853525545,ZFP36L1,0.4317584197615877,CTCFL,3.2526209471510916
24,C9orf152,5.128734674175771,PMEPA1,24.377751592949714,DCLRE1C,19.047107243590673,LDB2,0.732143987872033,BOLA2,0.4313523448568594,DAPL1,3.252321249565505
25,EPS8L1,5.126066124418554,RPN2,24.33278310303592,SPTLC1,19.03245738416436,SULT1C2P1,0.7321305068836694,SREK1,0.4299934689611117,MARCHF8,3.2447785976676116
26,TMEM238,5.117072495406119,P3H1,24.312475292022977,CCBE1,18.98171513543517,KIFC1,0.7315680345507256,RPS7,0.4299667816098661,RBMY1A1,3.2266088601687164
27,SGPP1,5.10816492132997,SPI1,24.312131578799868,IL10,18.928564394024793,TMEM39B,0.730581099899451,LARP4,0.4288764149658762,LINC00710,3.224889767259181
28,ASB1,5.101145760736623,UTP23,24.304138173591724,OCIAD1,18.89816717896624,GGT8P,0.7293209220279758,SAR1A,0.4278055901618145,ABHD16B,3.2216671045202703
29,AGPAT4,5.098416917390315,METTL9,24.25687193276877,ANKRD44,18.878162091363702,SC5D,0.7253865864360963,FAM98A,0.4276867869845541,CYB5B,3.2132053262796507
30,TMEM62,5.098409719273784,MRPL41,24.254441350721795,AOC4P,18.86508438208576,LMAN1,0.7252388672351232,SIRPA,0.4263058677220367,TBC1D24,3.209939494535626
31,DDR1,5.079716422267673,CHD6,24.245693657811717,AIRE,18.826021145131673,UGT2B28,0.7250444720713822,OSTC,0.4262133746507467,LL22NC03-63E9.3,3.2092503708091047
32,PRR36,5.077679468370268,PPP1R18,24.21400427838907,FAM161A,18.81852563477397,GDPD4,0.724640625872116,HAT1,0.4258367556595774,RBBP8,3.1970644738297236
33,TMEM54,5.077109481699579,EFEMP2,24.19123950069223,HNRNPU,18.79730022583448,SRSF10,0.7241542351765615,SLBP,0.4250768874152765,TBC1D5,3.195358431593951
34,JUP,5.068669814212483,KIF11,24.165747748025808,HSD17B7,18.77749731957649,FAM210A,0.7232612688534615,FAM162A,0.4240142273049852,PSD,3.1783872605339374
35,MUC1,5.066132269090226,CCP110,24.159960307223216,DAPP1,18.773395849582705,ECHDC2,0.7225877833419387,NDUFAB1,0.42189233990220415,MAGEA12,3.17801950060394
36,CRB3,5.05831042538694,TSPAN13,24.14291729635841,RHBDL2,18.772368944089926,LGI2,0.7220114702701907,PLTP,0.4196576907612173,NUB1,3.1711198628438972
37,MARVELD2,5.054485974711616,NRAV,24.066374449137804,PNPLA3,18.750831754359425,CUX2,0.7218298877191379,OSBPL8,0.4194774074794064,DKFZp666C185,3.1686033158992353
38,SPINT2,5.050238876784326,RBKS,24.032519690509176,MIGA1,18.694620915790242,RFTN2,0.7216294000820401,LCOR,0.4192879638249239,ESPNL,3.15962235413056
39,PRRG2,5.047814336604815,FBXW4,24.016368490076665,CFAP74,18.68862544492064,DLGAP4,0.7214595788024617,MOBKL3,0.4187856878059159,LOC388210,3.1523839886508673
40,FAAH,5.04477716798877,ANKRD12,23.99959895266537,GSTTP2,18.679103868669202,ACSL1,0.7209942659227884,CDC42,0.41855328281651755,S1PR5,3.150098283551497
41,TMC4,5.03491850878472,PAGR1,23.992264248078204,CATSPER2,18.663753849941582,MYBPC1,0.7205305367086852,PTMA,0.41796324313646555,NFATC4,3.138681816976783
42,PRSS8,5.030364206157614,GABARAP,23.984577571386126,SNAPC1,18.65626744421698,RCC2,0.7192147299378081,RAMAC,0.4178661386813349,C8orf86,3.1339103145747815
43,CGN,5.023750726789356,NDUFB10,23.982245651705924,ZNF483,18.610066333280194,R3HCC1,0.7188074080349601,USP8,0.41746303111454836,ADD3,3.129221067417016
44,MGAT2,5.022504298535978,TAF1C,23.964750410831773,WDR74,18.60829717547515,ZNF429,0.7177331111911068,SMNDC1,0.41704182152734665,TFB1M,3.1063408627774054
45,LRBA,5.021131782396761,CD74,23.953966390961654,ZNF14,18.595934834223094,SLIT2,0.7171382717358809,MINDY2,0.4169831394566519,PRMT7,3.097353949109848
46,RPS6KA3,5.015865898545923,NUP62,23.947234241204445,FDPSL2A,18.58828919982841,PLPPR2,0.7167127166495454,APH1A,0.4161633643533773,ATP13A3,3.0943962774577445
47,LRRC26,5.008080862090725,PCNA,23.944662673904514,SLC35E1,18.58269592749862,SEPTIN12,0.7156392609807994,FKBP3,0.4160538757197199,ABCG2,3.0924591523119624
48,SLC44A4,4.9903286527073565,TPX2,23.933900253026287,HAUS2,18.569761446336926,LSM12,0.7155423059823942,TMEM106B,0.4159268761618528,CEP57L1,3.0885448207388944
49,PLAAT4,4.988233605550625,COL8A2,23.928340083281324,PPA2,18.56053995075586,MIEF1,0.7152833251497955,SLFN11,0.41532676281857295,PLD4,3.087896859828493
50,REEP6,4.980235365359942,MARVELD2,23.901780552364343,ZNF669,18.555684531786397,MSRA,0.7149739146418782,ATXN1,0.4150479453975612,B4GALT5,3.073605320344383
51,WDR36,4.977541963820448,PLAU,23.853627682105053,N4BP2,18.524450799770136,TROAP,0.7147544264400439,IFI16,0.4147954523804651,SCAND2P,3.0649436127565743
52,CACFD1,4.972471126409307,IQGAP2,23.84315266635837,FKBP14,18.519804207966363,ELOF1,0.7143165375052299,SEPTIN7,0.41445235663146884,KCTD10,3.0609530000531144
53,TMBIM6,4.960253548046669,HLA-DMB,23.81100130802192,EVI5,18.4210024547678,H2AC8,0.7138067099337544,RPL23AP64,0.4144452744905716,CDRT15L2,3.0593203074543625
54,MLPH,4.956800771208942,CASC1,23.805040716428405,CRCP,18.420782067211103,ZNF302,0.7135229008028855,CCND2,0.4143727479115373,C10orf120,3.052252274875225
55,ALDH3B2,4.947171557053277,PILRA,23.771243514509454,SLC4A5,18.411445991363916,ACBD4,0.7134224560192136,RPL9,0.4141884148721879,PTH2R,3.051755761420582
56,SFR1,4.946873922355108,GLIS3,23.769291293249708,SHPK,18.405548550860463,HOXA10,0.7128755853450961,XPO4,0.4137300842224269,BLOC1S4,3.0506542721246572
57,FBXO7,4.93943057940533,CCT6P1,23.768604295424854,CDAN1,18.370553008593383,ADGRG1,0.7128536005348812,UGP2,0.41355888626637155,LARP1,3.0423854666065195
58,SMIM1,4.936620590611136,PRADC1,23.76427975220422,MCMDC2,18.343183975879786,CEBPB,0.7127888680359363,RHOQ,0.4124192561614839,GPR6,3.036323294724874
59,CFB,4.9189200717116215,KIF4A,23.763162198644572,XRCC2,18.341053519412462,TPX2,0.7126228634628204,PPP2R3C,0.4123686618247501,ZNF18,3.023815839018195
60,SYNE4,4.898275715241101,NPEPPS,23.76290964125799,FCAR,18.325664599985835,UBE2C,0.7119162907240865,EMP3,0.4113029408805074,AIF1L,3.016469306410335
61,KIAA1324,4.890705911635131,HAVCR2,23.76240424442311,SSTR2,18.325286505363366,WDR54,0.7097066044845083,MCTS1,0.4109443232978069,TPP2,3.014741013399874
62,SERINC2,4.871218926107563,C7orf28B,23.762165813863653,VPS41,18.31808751494306,KYAT1,0.7089627038023238,SUMO2,0.41002391225079465,LOC100505909,3.013963033609419
63,DDX19B,4.867094139226722,MARS1,23.754959124582065,CYB5RL,18.31033777244278,PEX10,0.708940760645961,FAM49B,0.40968360715545665,SLC9C1,3.0133751135091895
64,PGAM1,4.855511857585566,MSN,23.732651306739108,LINC01720,18.299652871586822,E2F2,0.7085956092962117,GMPR2,0.40944032268172065,OR8D1,3.011848765166462
65,TNFAIP8,4.835559785233169,NAE1,23.729151851045845,EXO5,18.185634684887283,CHD3,0.7082651207457028,ARPC5,0.4085759500261299,MESP1,3.0043207616213174
66,RAB26,4.834238712294015,XPO1,23.72794635547667,MAGT1,18.13757661231834,SH3D19,0.7081108735576956,EIF1AX,0.4085305005507197,ZNF609,3.0031333563046556
67,ST13,4.8305415373512295,BUB1,23.707676133090644,ZNF557,18.12516087044144,ACADM,0.7080656036763867,SF3B6,0.4081651825304106,KLK10,3.0029640288841373
68,SON,4.83038143166034,NAP1L1,23.69922921014247,MPST,18.10355813829262,CCDC57,0.7080547760861186,SALL3,0.40802471779521365,STARD7-AS1,2.994400306691521
69,ATM,4.829530204292943,TARS1,23.698682091791902,TNFRSF9,18.010964333657935,ELOVL5,0.7078802157168615,TRA2B,0.4076001109035316,C1orf53,2.9926313796214017
70,PLCL2,4.824910068550989,CMTM3,23.6959352074057,YRDC,18.001229197957677,FBXO11,0.7078787384298495,CD164,0.40758847013031096,TYR,2.9920680418110495
71,CAPN13,4.816508683884335,CHPF,23.639717516522243,LCOR,17.930690833106144,CAP1,0.7074022908287544,PHIP,0.40665165504802786,LIX1,2.982598779073695
72,TFAP2A,4.815110141318576,RACGAP1,23.62136333577606,RUNDC2A,17.924859407276596,NDFIP1,0.7073428532670551,EIF3F,0.406416610985492,WIPI1,2.9817374648503594
73,GRTP1,4.806779174270862,MPDU1,23.603975348113924,DPY19L4,17.91997896301849,EIF5A2,0.7072091519122872,EXO5,0.40631315408016905,NETO1,2.9800534987996787
74,EEF1B2,4.804908663948627,HCK,23.57876540064363,ICA1L,17.914468921787574,STX5,0.7071203033199608,DOCK11,0.40608578841106574,KRT26,2.9780202117509673
75,EFHD1,4.798113572868708,PLEKHO2,23.567362830549506,EID2B,17.905183749806483,MAST2,0.7066162712136023,NACA4P,0.40563981107081365,DBX2,2.977625911576608
76,SNHG29,4.794154135789376,WTIP,23.540953765204172,LILRB1,17.83912622627744,NKIRAS2,0.7062691411615788,SHPK,0.40563490468619967,KLK14,2.975274224496886
77,MAL2,4.781454148145144,SNRPC,23.47472490329221,ZNF577,17.835837440864747,ACTN4,0.7059767188158483,PRPF18,0.40530837747522763,APOBEC1,2.970793246107592
78,MYO5C,4.779973883062247,RAI14,23.45260650607309,AHR,17.827757868355633,FABP7,0.7054885516598866,NMI,0.40522654782961426,BAGE2,2.9684024706021273
79,TACSTD2,4.77667311914284,CD53,23.44869275903086,TBC1D32,17.82485109995479,GABPB1,0.7054590035457013,F11R,0.4048798029471825,SLC25A17,2.96829916567008
80,CEACAM6,4.772515560244776,THUMPD1,23.4483032975143,FKTN,17.815030367227706,LOC729852,0.7053322237844298,UQCRC2,0.4045860849749734,CD320,2.9643284413926927
81,TOX3,4.771543136364085,LUZP1,23.444416418944886,MCM8,17.731303396499534,L3MBTL3,0.7049994469074321,SACM1L,0.4044392311331398,TUBA8,2.9620362737401567
82,SF3B1,4.759418133120646,SQLE,23.43747073486779,NSRP1,17.71936070234811,MAPK1IP1L,0.7048225535212593,MINDY1,0.404257592340487,RYR1,2.962014793668622
83,JRKL,4.752250062385557,RSBN1,23.42574041673427,KIAA0562,17.714731305736485,SLC26A6,0.7046464126410829,TSC22D2,0.40422274347776915,ZNF503-AS2,2.960705790508505
84,IKBIP,4.745353346468435,CORIN,23.421764459056053,DDX51,17.682038991119576,GGT3P,0.7045403409826175,SEC24D,0.404173836816875,PNRC2,2.9576681563279665
85,KRTAP19-5,4.741275214000725,UBE2C,23.41220048975036,PATE2,17.658955747126996,PCDH18,0.7039002326158474,RPL37,0.4040094398134727,MYL3,2.9557635661380344
86,PCK2,4.737750259415308,ATPAF1,23.403400212339875,METTL21A,17.658289637015265,CDKN2D,0.7038017862510215,TPT1,0.4038776445218309,AGPAT4,2.954706823620238
87,RAB27B,4.732363642000597,ARHGAP9,23.397812947675376,ZNF600,17.630792179528278,TAPT1-AS1,0.7035524148761834,SERPING1,0.40355422312359707,PIAS2,2.9501328705678094
88,NUS1,4.731251847359837,CCL19,23.393668403610313,LOC729609,17.598316044826305,MAP1S,0.7034012018273192,NDN,0.40355217603383287,SLC48A1,2.9468802679400374
89,FAM216A,4.724614498843779,C18orf25,23.339933061925215,RPL7L1,17.57256724353063,GTF2H3,0.7032747599265663,HNRNPA1,0.4035103528865743,XAGE3,2.946070338378426
90,OGG1,4.7226985484586335,SIRPA,23.33873710413778,BLOC1S6,17.570596477552325,SPIN2B,0.7032613734131695,GET1,0.40335101305110005,PHF11,2.9391266460691114
91,SEMA4B,4.722220926678804,NCF1,23.32641976101749,PCDHB19P,17.560858690015483,LIN52,0.7030000014978746,HDGFL3,0.40324147117675796,ESYT2,2.9390141763671087
92,PRNP,4.719682000850634,WAPL,23.282213882477357,IL18,17.536063780239033,USP33,0.7027259070917178,MTMR6,0.40315781710352805,OR13C4,2.938867507420896
93,AR,4.717014041240269,PIGV,23.278789378842156,C8orf37,17.510477193515953,STMN1,0.7026708589518617,VKORC1,0.40284143789836874,SERPINB10,2.936896068539301
94,EIF4H,4.716515539896635,ZNF703,23.264149907318977,FLJ23865,17.493133636084135,GPR89B,0.7015382716529845,TMEM263,0.40199952805225425,DNAJC5,2.9366218515285443
95,PPM1A,4.714768774954091,ADAP2,23.255932053606458,SERF2-C15ORF63,17.45827638762386,ZNF626,0.7013868328037995,MINPP1,0.4018971595846111,TOR4A,2.935367457212519
96,SIDT1,4.713526615526624,YEATS2,23.2532170309936,EIF2AK4,17.452998649934926,KIF20A,0.7010950762675892,PPCS,0.40160716949659864,ADGRF4,2.932579983670616
97,GALNT6,4.711868836441277,PCOLCE,23.25025046291335,AGPHD1,17.431656150771715,TMEM59,0.7009332998531956,CRY1,0.40148865167521824,CHST14,2.9262678217122384
98,BTBD1,4.69993708058515,ITGB2,23.233512479724343,BSN-AS2,17.398527431114992,PGAP2,0.7006594817676092,GPBP1L1,0.40141344785476957,SH2D6,2.924801395135417
99,MBOAT7,4.698220793066046,SLA,23.230618862461267,ZNF430,17.332829230631347,MPV17L,0.7000277960588661,EIF3A,0.4013894959356507,P2RX6,2.9228233272679116
100,BNIP2,4.689342198859193,F11R,23.218206128130873,FAM153C,17.331847170509032,HIATL1,0.7000155116980968,PRKRA,0.4013708388904763,INSYN1,2.922359319251366
101,GATA3,4.677709752635226,ACAP1,23.210088465518247,UBE2G2,17.31481910257149,TARBP2,0.6998745184364388,GLIPR2,0.4013077477491912,DZIP3,2.917778457613018
102,PAK4,4.67489314838637,GLG1,23.19509333183627,GRIPAP1,17.29730070862003,MZT2A,0.6995654783305729,LOC728758,0.40122659767134733,RNASE11,2.917744895284337
103,CERS6,4.669981516440191,ITGA11,23.19261617122257,PSMC4,17.294309561169516,UBAP2L,0.6992488528783652,ENSA,0.40115293149928455,PYDC2,2.9137695509295454
104,LSM12,4.667054128639142,SYK,23.189984223523346,PHAX,17.29233139054674,TCTEX1D1,0.6989950042325497,RPL23,0.4010451110041548,LYPD6B,2.9094287898401023
105,EIF4G2,4.6583003691769855,AP1G1,23.18821839110875,ZNF786,17.28532897205612,CTNNA2,0.6987517479660041,POLR3F,0.4008132151008371,LOC340090,2.9077495553161676
106,RHOD,4.658263578881777,CAVIN3,23.18205525749633,INIP,17.267220246908693,GABARAPL1,0.6986044897269044,RPL15,0.4004877901867931,AASDH,2.904280978102937
107,TMEM241,4.65822212022999,WAS,23.173662866769178,LMOD3,17.26089332624497,SUOX,0.6979019477692643,RPF1,0.40011488300823395,TCFL5,2.9023827497508776
108,HOOK1,4.6575179139018985,TGFBI,23.16266515158212,SEMA3E,17.251432837119523,TIMM29,0.6976756391274094,ERGIC2,0.4000565998520251,RAB4B-EGLN2,2.900336216649705
109,GPR160,4.6559632045573425,SMARCAD1,23.15822529949189,CDKN2AIPNL,17.23941571993877,LOC645676,0.6973531790163017,COG3,0.3992975682840951,KIAA0232,2.8996733721123236
110,ARFGEF3,4.655147518654173,RHOG,23.1539447840283,FOXK1,17.226943284866376,NOTCH3,0.6971404705345844,DPYSL3,0.3989280128927301,CHIC1,2.8974542945374617
111,JMJD1C,4.655125373026449,CD48,23.12679944318183,ZNF652,17.219824552507678,RAE1,0.6971040324837426,DSE,0.39872959776524153,PCDHB4,2.8973064885241957
112,TMEM125,4.652589711488763,TMEM141,23.10862161644637,HM13,17.21036945837119,TNRC6B,0.6966973051980101,SIPA1,0.39841415405826164,TP53INP1,2.8969340324461053
113,CTXN1,4.648924194780053,OR2B3,23.10651176868335,SHCBP1,17.196140881411615,KLHL8,0.6966790070814884,RSRC2,0.39830797398302203,C16orf82,2.8968960799135695
114,PSMC4,4.646057707986271,ISOC2,23.104170160974622,KIAA1791,17.17384598155446,MARCKSL1,0.696366249091053,PCOLCE,0.39829444175042905,S100A16,2.896802706640049
115,H2AJ,4.645244563819451,DENND2B,23.102207323828157,POM121L8P,17.17061071382304,DNAAF3,0.6954130654930405,ATP1B3,0.3981370316433346,WDR55,2.8940733656338082
116,SEMA3F,4.641104917718025,CD37,23.096638127844802,INTS14,17.169684612518516,MAP4K5,0.6952557804790982,HCFC1R1,0.39800451872834275,TEX48,2.89387800319049
117,PRLR,4.640450087587424,APBB1IP,23.091979302342093,SON,17.159088266970652,GTF2I,0.6949405451502993,CTSO,0.397985629905423,SEPT5,2.8867892553272947
118,BACH2,4.640436528311918,ZAP70,23.089396610963053,POFUT1,17.157042370700758,ZBTB16,0.6949262979071313,GSTTP2,0.39776079406117487,EIF3K,2.8853996392763523
119,LBR,4.636792237470034,MXRA7,23.080994766413934,DDX17,17.146088519939024,MVK,0.6947273521030097,BRIX1,0.39774354709888055,CAP2,2.882939363098695
120,LMTK3,4.633953345592281,MYL9,23.0695106445098,NDUFAF7,17.11065425249831,EHD3,0.6943651625847802,EP300,0.3976346600221876,NELL1,2.8806785360140124
121,SPG21,4.631295486817395,CHSY3,23.057744207130654,ATG4B,17.106967218273066,TMEM81,0.6943470281825307,SDHD,0.39763052444322466,COQ2,2.8723495722977477
122,PPP1R8,4.626399808691931,NANS,23.052759720045632,ZNF394,17.090215256032305,CDCA7,0.6940976704517228,LIMS1,0.3975773552261888,ACSM3,2.871946233450071
123,MCRS1,4.625683476462086,NOL3,23.046375558536948,ITPK1-AS1,17.06966248038509,CNPY3,0.6940577733250861,CAPZA1,0.3975571350503201,OR5A1,2.8691103524670254
124,HIF1A,4.625063495310783,PPP1R16B,23.042634681066232,TRIM13,17.052412892602142,SLC4A3,0.6938477917542948,G3BP1,0.3974392982528037,ITGA9,2.8685377791554543
125,ELMO3,4.6187348961144155,DACT3,23.041094893176812,CREB1,17.04630920523787,RBM42,0.6936645640972131,C1S,0.39692996602310915,LRBA,2.8665939145592465
126,EMILIN2,4.617977159260009,SLAMF8,23.040150104579162,MTF2,17.04381488519347,TUBB4B,0.6931889368858238,MRPL1,0.3965352175029481,FAM138B,2.8664239560996245
127,ABCC11,4.617728352979263,FOXM1,23.017955348853878,TMEM17,17.033674950127853,AURKA,0.6929192161857537,MANBAL,0.39639819901715406,LOC100288139,2.86621583567452
128,NUDT11,4.61707508062374,ARL6IP1,23.01773551923415,TNFSF15,17.027385260415834,ABHD6,0.6925386287138456,NUP54,0.3963257526045859,FRG2,2.8656936251758376
129,DPAGT1,4.607787648002871,TRAPPC6A,23.015029254960176,TDP1,17.020085250829112,INO80B,0.6922302844528339,RNASEH2B,0.39623797849681497,CACNB4,2.861329930444689
130,STOX2,4.604660952679283,C1QC,23.013996520263255,HCG2P7,17.01343176032434,DCUN1D4,0.6918816416289619,ANXA2P1,0.3961019146716323,ZBTB14,2.859371067891532
131,PAQR8,4.603039076676996,TMSB10,23.008426845778274,SHROOM4,17.009828740141806,SRD5A1,0.6914254711316145,NAA50,0.39579483048254893,GATD1,2.8584066367456966
132,PTK6,4.601468027023666,BCAT1,23.00673981027639,DPAGT1,16.999058574577507,TBCEL,0.6912162496229086,SP3,0.39569903644734367,CADM4,2.857280357493848
133,LOC113230,4.598151282604317,B4GALT2,22.991587472423436,WWC1,16.981470887510678,LOC100289058,0.6912119485683382,SS18,0.3955292789137876,VASP,2.8567421024649127
134,G6PD,4.596024926488894,KIF21A,22.99118756540388,NUCKS1,16.949735950322022,TRIM26,0.6911613208366314,FAM161A,0.39547071421592866,C15orf32,2.8560692177532454
135,SDSL,4.592774154962627,BCDIN3D,22.979108508879914,GLIPR2,16.93232831041917,NOMO3,0.6908022185090332,FTH1,0.39546751952745496,BTBD6,2.8502650482571688
136,HNRNPK,4.591432285776043,STIL,22.978489653154988,JHY,16.93140526944649,PPP2CA,0.690689995316808,DPY19L4,0.39521655892137797,EIF4EBP3,2.8502190472957083
137,C9orf72,4.591396359933217,MRPL10,22.975884222789155,SULT1A1,16.852182674696827,RAD23A,0.6903920573154378,PRRX1,0.39488266064436534,OR51I2,2.850101211543009
138,ACSL4,4.590321542349751,ERI2,22.974073147942903,DOCK4,16.850663597255505,YAF2,0.690322783747133,PTGR2,0.39454124873948065,FUS,2.848933533105585
139,PRDM8,4.585452946447779,TERF1,22.97084226440651,GDPD1,16.81430993414238,S100A16,0.6901724261926101,GPBP1,0.3945212115151481,POLR2D,2.8485312749826144
140,STXBP2,4.5819610650290645,CARHSP1,22.96768239092019,TDRD1,16.79340874836628,CRABP2,0.6900476441197705,RHBDL2,0.39428911086382296,ATP6V0E2,2.8482408993275348
141,ILDR1,4.580794391460249,C11orf1,22.9575703662028,ZNF549,16.786576873935687,MARK2,0.689424018675721,FSTL1,0.3940822994091501,CLDND1,2.8453705574664876
142,EIF3L,4.569841538459463,SPOCK2,22.955464680613918,TSC22D2,16.783073178576792,GALM,0.6893672200228494,LGALS3,0.3940077308437941,AGK,2.8448222985131837
143,WDR1,4.5698392836111426,FASTK,22.9429784914561,PNPT1,16.755256128433047,TYMS,0.6892532000200035,YIPF5,0.39356692297066315,CTNNBIP1,2.8446740081585595
144,CCNC,4.565999002251228,PRRC2C,22.911205770877515,ZNF69,16.754441880594108,ARMC8,0.6890980431525083,RAP1B,0.3933970816277651,MMAA,2.844163767076489
145,MYB,4.557085308455269,AZGP1,22.902552492895467,RAD51,16.735202039086506,UGT2B11,0.6887571621043329,SH3KBP1,0.39288219927929835,CACNA1F,2.8439527786691894
146,TNFSF10,4.556432902801024,LTB,22.830530219719993,PGAM1,16.68104060232959,CRADD,0.68866383821756,RPLP1,0.3924275817330714,TSGA10IP,2.8396123116375294
147,CYB561,4.554378207682426,LAT,22.823091106658723,PDXDC2P,16.67110278189116,TMEM214,0.6886070811350357,SNAI2,0.39215113146402686,TRIM10,2.8383894009914714
148,PTPA,4.554097974076287,MGAT1,22.818495991489716,ATP6V0D1,16.65215470149227,DYRK1A,0.6885596274537362,NR2C1,0.39193174600257397,SAXO2,2.837845650862023
149,COL8A1,4.545562347672417,HSP90AB1,22.811397237665034,NKPD1,16.574294428428743,C14orf181,0.68852367270637,TLE4,0.39191847442994343,FAM3D,2.8369974231201525
150,CHPF,4.54351805652996,CD4,22.80004415734285,PDE4C,16.553450228409496,MATR3,0.6884595198633849,MIGA1,0.39174775025918457,LOC145783,2.8365765425615237
151,EIF4A1,4.5432937654423275,YPEL3,22.797527068903893,EIF4H,16.523035169901277,RETSAT,0.6884324044214022,FASTK,0.3917375655431346,PANK3,2.8355864327768683
152,CLDN7,4.539214504463519,BCL2,22.79028684423462,ARL16,16.509502794824456,TEX264,0.6883200230220222,RPS11,0.39147411716719815,ANO4,2.834864513648007
153,ICA1,4.538832858300054,CYB5D2,22.78563331076461,SLC16A12,16.48896034125663,CLDN8,0.6883071204710123,FSCN1,0.39146345301865093,CSAG1,2.834768024057355
154,EPCAM,4.538656697845192,CERCAM,22.774647300798218,FBXO7,16.48311923601069,OTUB1,0.6882576962546617,RPL31,0.391409560662377,TMPRSS11D,2.8346545397640304
155,CETP,4.530098352054569,BMP1,22.772541111008344,CEP19,16.446760700607456,MOAP1,0.6880301627441303,SNAPC1,0.3912253630429054,THPO,2.8327976003012547
156,HACD3,4.527785930475749,POLR2I,22.771480522069815,WDR1,16.277263410801396,METTL25,0.6878019794663132,GPNMB,0.39121415026296924,DNAJC8,2.8273590485056923
