,gene_claudin-low,score_claudin-low,gene_LumA,score_LumA,gene_LumB,score_LumB,gene_Her2,score_Her2,gene_Normal,score_Normal,gene_Basal,Basal
8992,GOLGB1,2.4082861495570818,SLC39A4,13.768956067075779,GTPBP10,6.009030709404118,MYL6B,0.4941999287812391,HSH2D,0.20345720565942785,RBMY1E,1.5286842298792578
8993,CHI3L2,2.408165751822396,ALDH1B1,13.766786697577144,TRPM7,6.008873349923443,SLC5A10,0.4941751335794621,SYNJ2BP,0.20344504846573555,TRIM61,1.5284903927195637
8994,GPRC5B,2.407941036428083,RBMS1,13.765557948284092,MIPOL1,6.007865513215111,ZNF589,0.4941659790322583,IER5,0.20343771974063293,EIF3I,1.5284809865502664
8995,JADE1,2.407826746881859,STAC2,13.764456741222459,FHIT,6.006693259396141,ALDH18A1,0.49416489154706866,DAP3,0.20343408964790619,SORT1,1.528410604261644
8996,CD3EAP,2.407751812851632,LOC401261,13.76343348205269,MT1X,6.004404112105212,WFS1,0.4941265860784399,ITPKC,0.20343045926871695,ELMSAN1,1.5281480945995747
8997,PSMD8,2.4077494422588335,LHX4,13.761155061632122,HERC2P9,6.004363151742765,EPHA5,0.49409572166660964,TOB2P1,0.20342857377897755,SP110,1.5281317197530007
8998,IRAK1BP1,2.4077032776424985,H3-3B,13.761110247079102,LCNL1,6.004351250676618,ACOT9,0.49406743560456073,PSMD2,0.20342705792969992,SSTR5,1.5279918929008884
8999,GPATCH2,2.40756788080797,CCDC148,13.75957939266193,DNAJC15,6.003623783708647,NME7,0.4940652182969688,PIN4,0.2034118792412013,LINC01116,1.5279765268603513
9000,RNF7,2.4075232046871418,HIF1AN,13.759256498877626,GPATCH1,6.003203156306901,RHOQ,0.4940629527117354,AIFM2,0.20340937926358252,LOC644662,1.5279344467176907
9001,NACA4P,2.4070185470621803,UQCC1,13.758204805525802,TRIOBP,6.002081257769049,ZNF202,0.4940586220469517,SLC6A1,0.20340726446906435,PDP2,1.5278475647489265
9002,PNMT,2.4068693748997214,FGD1,13.757496873798436,TGFBR3L,6.001804603623991,PSMD8,0.4940544599822178,SCNN1A,0.20340527592419227,JAG1,1.5277664943325986
9003,ASXL2,2.406702905000907,LGSN,13.757175602169374,CLCN2,6.0016960672776225,FAM89A,0.49405332289755816,VEZF1,0.2033909249397014,LOC728800,1.527696472945319
9004,PDXDC2,2.406697892693196,SOCS3,13.757055237590473,SMOC1,6.001178246886786,CDK11A,0.4940421970745453,OSBPL7,0.20338116009678453,UBR2,1.527680429350208
9005,MFSD5,2.4065529962384478,TPK1,13.756564067077603,TUBA3E,6.000625120233909,ZNF207,0.4940342530240627,RILPL2,0.2033690977367582,CYP3A43,1.5276515665297359
9006,FBXL21P,2.4063650858607093,GRIK3,13.756533607563682,IRAK1BP1,5.999489817391204,CNOT9,0.4940298024521457,PRR19,0.203367159516933,CBFA2T3,1.5276510305892474
9007,TMEM234,2.406294121736967,POLR2C,13.756050307342583,SMG6,5.999390944637132,CBX6,0.4939942868896073,DNAJC18,0.20336518325321346,MED19,1.5276083346354674
9008,SRMS,2.4059592974499657,POLA2,13.754674849888158,PPP3CC,5.999090802336057,WWTR1,0.4939917168141213,ADCY10,0.2033641894829601,PGAP6,1.527579490417883
9009,DENND1A,2.405866918359219,STAG3L2,13.754125500360926,DDO,5.998695388861707,GRM8,0.49395052970716935,SLC16A9,0.2033394191975497,LRP3,1.5273818120941263
9010,PCDHGA6,2.40578729922595,FAM197Y1,13.752824712631691,PHF2,5.99862094536747,TRAPPC10,0.49394989754277213,HSPD1,0.20333898185227922,CKMT2,1.5273405258785886
9011,SDF2L1,2.4057458667590383,ZBP1,13.752634401072275,SUN2,5.998171662315599,GNG2,0.49393083891817907,PPM1G,0.2033266530702318,NBAS,1.5272948582372199
9012,CXCL2,2.405640239815969,AK125594,13.752368641610534,TCF25,5.998167569921242,ENDOD1,0.49392865108018297,FGF10,0.20332591325402372,ZNF544,1.52711722529281
9013,AK126539,2.405575944637089,ACOX3,13.752066709745721,THAP3,5.997417584338492,FAM110B,0.4939127714728393,KRBA2,0.2033253923519347,PPP1R21,1.5271161641247224
9014,SARM1,2.4052628726757366,PERM1,13.750861537933485,ZFAND3,5.9971060261221645,PTGES2-AS1,0.493911442121449,C2CD2L,0.20331744314770764,SLC35F2,1.5270473596641787
9015,MARC2,2.405180528164887,ABCF2,13.750802639161682,TMTC4,5.997102017076322,P3H3,0.49384964746049465,KCNIP1,0.2033135849730558,HOXA10,1.5270003902769254
9016,MYL5,2.4051671472879654,PXDC1,13.748086199964218,CD81,5.997022504555862,RALGAPA1,0.49381797771511216,WNT11,0.20331217821916683,VWA2,1.5269793206818498
9017,ASS1,2.4051340242436803,USP14,13.748064795892775,GPS2,5.996326980385077,SAMD11,0.4938019974523069,LOC155060,0.20329705801772194,SCFD2,1.5269194784506943
9018,CLK2P1,2.405037798724366,REPS1,13.747174945746652,SPTBN2,5.9962647941828235,LCTL,0.49380147319331225,TNRC6C,0.20329398436103532,MTDH,1.5268886151416639
9019,CLP1,2.405018191436398,PHLDA1,13.744042815508566,OR51T1,5.9960677215677585,TUFT1,0.49377335484797835,MN1,0.20328861601197326,MT1H,1.5268400043609778
9020,DUSP23,2.4049024464590176,GCNT2,13.743266478157585,ZFAND2B,5.9960379580393095,C12orf4,0.4937664561378701,CCDC47,0.20328419096926684,LINC01501,1.526780609107116
9021,METTL14,2.4048556540835526,ARHGEF19,13.742325425286221,PREB,5.995974261242009,UROS,0.4937563515229415,FRMPD4,0.20323342137360634,PHKB,1.526671812970651
9022,SFT2D3,2.4046879947687025,GNG12,13.74230538910093,P3H3,5.995711365588177,DLEU2,0.4937377577260126,DMKN,0.20322596397620224,HECW2,1.5266598791901829
9023,CLN8,2.4046422160323457,CFAP299,13.740730027587224,PPP1R16A,5.99526549428717,AKR1C3,0.49372124312446863,VPS51,0.20320834556887568,SH3GL2,1.5266462474460525
9024,AKR1B10,2.404627331736266,SIRT4,13.740571098431548,DCTD,5.994992572003236,MAK,0.4937125365545851,AX746718,0.20320624072739887,LOC100131756,1.5266271838021006
9025,PACS2,2.4044921515165067,ADAM8,13.738426486274918,PDCD1LG2,5.994340257207307,MEN1,0.4937077465106391,FBXO10,0.2031964163613022,RAPGEF6,1.5265662107734832
9026,ETNPPL,2.4040124530297775,PLA1A,13.738221294576444,LOXL3,5.992221180362028,ANKRD18DP,0.4937050035747255,BC082240,0.20315038856705564,RPL23AP82,1.5265431599446992
9027,ARHGAP1,2.403990878139907,SH3YL1,13.737889243489851,YTHDF1,5.992220576941938,SELENOF,0.4936975431723858,IARS2,0.20314154510011206,RP2,1.5265113024321961
9028,SLC39A1,2.403927630140028,PATE1,13.737035277667674,NLRP7,5.991702588349858,STXBP1,0.49369732088787993,WEE2-AS1,0.20313551378064532,DIRC3,1.5264370664207094
9029,DNAH7,2.4036626746081518,CFAP43,13.736696291755202,VPS9D1,5.990206875524172,ITFG1,0.49368798621302995,PRMT7,0.20313399080832678,VSTM4,1.5264190039773529
9030,FBXL5,2.4035468584478528,KRTAP3-1,13.736670820783315,KAZALD1,5.990145171273921,ANXA2,0.49367542258711805,CCT2,0.20312452968464312,DLGAP1,1.5263679597803375
9031,ESYT3,2.4034674717014655,ZBED1,13.735484182083766,SCRN2,5.990091457821091,PRR11,0.49367319640887436,BEX1,0.2031019684289027,OCLN,1.526360609474611
9032,RBM10,2.403342630596116,MARK3,13.73526171841718,ASGR1,5.989847115876644,DNAJB5,0.4936723606260586,PDCD2L,0.20309195559270765,SH3BP5,1.526350102186833
9033,CSNK2B,2.4033123115266775,ZNF785,13.734921107706274,NDUFA10,5.989821685867213,SCO1,0.4936696600942859,RNF223,0.20306899720335772,SLC17A6,1.526268070611023
9034,C8orf33,2.4031771916005367,C8orf58,13.734878721896353,GPRC5C,5.9890859433315065,ARHGEF3,0.49364154489440476,TIGD4,0.20306787847761334,PIGG,1.526216891673079
9035,BPIFC,2.402996776144339,LITAF,13.734871373954272,XKR8,5.988529064300337,CFAP69,0.49364012976702065,TEPP,0.20306500928109616,BC132948,1.5261160410495367
9036,STXBP1,2.4029562313160477,KANSL3,13.734494873953802,LINS1,5.9883904624768975,NDUFAF1,0.4936395704067839,CD209,0.20305163901073126,UBC,1.526071348296412
9037,CASP4,2.402839864489427,PIGK,13.733921471742523,RAB3C,5.987581385509959,ZNF41,0.49362725879295755,CHAD,0.20305152202859966,TDRD3,1.5260700623367547
9038,KPNA2,2.4026133879184903,LOC648987,13.732822287690487,DHX15,5.9871092580360195,LOC440742,0.4936188828477597,FAM114A1,0.2030498157200833,CCDC125,1.5260425956591315
9039,SNX21,2.40255303245276,NPAS2,13.732549140939762,LOC100127910,5.986488535037457,TRAK1,0.4936168248729805,LINC01148,0.20304512628945634,EHD4,1.5260381971114536
9040,TSPEAR-AS2,2.402547508791656,MICOS10,13.732234514849516,RAPGEF4,5.986416940925575,PSORS1C1,0.49360606943519003,UBE2Z,0.20304146938768367,NME2,1.5260213168993495
9041,CTNNBIP1,2.4023621141430778,SNORD16,13.7316673176627,CYP21A1P,5.986348797781476,CYP26C1,0.4936027213122968,CCR4,0.20303331381954487,SV2C,1.5260093793005667
9042,GRPEL2,2.4022688722474292,PTPLAD2,13.731463838398334,NCAPH2,5.986287412451257,CPEB4,0.4935906474956545,PLK1,0.2030265479852916,MCM3,1.525990290801819
9043,ACOT13,2.4021610581808273,PCCA,13.731084688703136,SLC16A5,5.985842236618876,KRT23,0.4935824904528725,SLC25A45,0.20302403275314992,ABCD3,1.5259120513947908
9044,CACNG7,2.401852642865157,DJ031154,13.730388530492519,DENND2A,5.985714045946322,SMYD3,0.4935706058384384,ZNF630,0.20302359818592164,DEFA5,1.525885149391048
9045,NKAIN1,2.401733398472512,CLYBL,13.72967483466544,ARFGAP2,5.985485802513749,TBX1,0.49356665201907063,NHS,0.2030175066154086,MIGA2,1.5258488087050144
9046,RGS13,2.4015826906849345,SLC25A3,13.728425488440115,SCN3B,5.985069612997849,FBXO4,0.49355559149637696,CLSTN2,0.20301010848379397,KCNG1,1.5257016758898587
9047,C1orf110,2.4015235779534136,SNX16,13.728041802363704,PSMD12,5.985026407647431,AK2,0.4935230783041562,MYH14,0.20297159985153734,OR6C70,1.5256354349085814
9048,OXT,2.4014733004966624,C1orf131,13.72762781146598,DSG2,5.984911305328359,BCORP1,0.49351930305125485,FGF7,0.20297107423910538,RGS14,1.5255797046084245
9049,GEFT,2.4010517465001016,TEX10,13.724653905969447,SMOC2,5.984015798519287,KLHL18,0.49351905103147886,MIF4GD,0.20297092187471785,FAM180B,1.52553050489125
9050,C13orf43,2.401039644116088,TEX30,13.722087809669807,NOL6,5.9837306011022475,TUBB1,0.4935186298312244,PKM,0.20296474335908066,VKORC1L1,1.5254546237022983
9051,CBX6,2.4008264645644704,MTERF1,13.722062767516444,SEL1L2,5.983238742250831,ACOT7,0.49348575565641195,SUSD2,0.2029522918157769,SLC25A21,1.525443726388331
9052,DPH6,2.400824591263491,NAPG,13.721394197094472,SORL1,5.983212859023542,SERPINB13,0.493468439450751,EIF4E2,0.20294538846534022,CA5B,1.5253925361573382
9053,LINC00158,2.400775031313451,LYRM2,13.719647758022742,PTN,5.982845680144119,MMP11,0.4934420627021031,LCP2,0.2029405648383103,ZGPAT,1.5252479967467707
9054,EDNRA,2.4007167283044404,CRYGN,13.71942643227844,STARD3,5.9827717312752675,RILP,0.4934305377822856,PBXIP1,0.20292048191975137,PGP,1.5250524842446374
9055,THNSL2,2.4006518938724897,TAB2,13.71855618033354,NKAP,5.982255210677266,ZNF154,0.49341930695705744,SNRNP200,0.20290398914696628,NDUFB11,1.5250029011349835
9056,TMEM70,2.4005803285426075,PCGF5,13.71832752170032,PECR,5.982039722396875,CCDC140,0.49341719776467824,PIK3R4,0.20289417455374223,CREB5,1.5249814380958888
9057,NMT1,2.4005615747055575,DNAJC2,13.718299224618363,ACVR1B,5.981916972762405,CRACD,0.49341645519113064,GATD3A,0.20289225225413945,LOC100132024,1.5249752309115496
9058,TRIM69,2.4004753913784804,SLC35G3,13.717605607307439,PSMA6,5.981683330740259,PELI3,0.49340988246905804,RACK1,0.20288178827078016,MAP4K2,1.5248131203055928
9059,FEZ1,2.4004062233844214,ZSWIM6,13.71707591513406,FUCA1,5.981586689605149,TAF4B,0.4933883959593327,UGCG,0.20287759917593665,ZNF257,1.5248075426838474
9060,BHLHE41,2.4003784431659407,SYDE2,13.716226649885007,FBXO36,5.981093549201218,ST13P4,0.4933570954381427,VPS33B,0.20285553454724925,EPAS1,1.5247769315308781
9061,TRAK1,2.4003350410755733,GPN1,13.716156946755339,NARF,5.980988972215938,ZBTB43,0.4933538414436812,XDH,0.20284925997081207,AGBL4,1.5247649883042462
9062,LINC00971,2.4002907395945887,ZDHHC18,13.715673716781007,SIRT5,5.980576178967391,CHAF1B,0.49335278460799137,HOXB1,0.20284199272915207,MYLPF,1.524750635938066
9063,GPR12,2.40025660570399,RASA4,13.715665177643295,KCNJ2-AS1,5.980473443983495,TBX2,0.49333167899437347,TK1,0.20279887502420008,HFE,1.5246404615633957
9064,ZNF197,2.4002031279933957,SOCS6,13.715612647339087,C7orf26,5.979100518382143,RNF24,0.4933186427531446,PLA2G5,0.20279632060528618,MAL2,1.5245726266068755
9065,LMF2,2.400144214438333,KISS1R,13.714804004664199,CD226,5.978541943243063,TEPSIN,0.4932978567360672,IRAK3,0.20278898316691982,OPA1,1.5244312707834653
9066,LINC00640,2.400139979386972,LINC00472,13.714264383340469,PUDP,5.978466835376541,XXYLT1,0.4932937327932265,DYNC2H1,0.20278654308580799,MS4A4E,1.5242613985665638
9067,SCPEP1,2.3999721273611803,NUP210P1,13.713119369688256,PAX7,5.977947785249857,AGPAT5,0.4932900078607894,C12orf60,0.20278387466774597,CLN3,1.5240306872458484
9068,LDB1,2.399910423927084,SNORA25,13.712173266562411,GOLGA7B,5.977450652329835,TOP3A,0.49325063431112026,NET1,0.20278362904708003,BTNL8,1.5240284423260786
9069,GPR119,2.399873452987714,IFT43,13.710275322800273,CTSV,5.977402064048597,DLX3,0.4932255242977766,TMPPE,0.20276197046667557,ACVR1,1.5240136765052783
9070,GNL3L,2.399826635896471,ZNF815P,13.709658156921124,MRPL28,5.976944894850151,YTHDC2,0.4932203381437696,RAP2C,0.20274595604279425,NTPCR,1.5237609410984287
9071,ACSBG1,2.399693871124218,OR9A4,13.709563876605495,MTMR9,5.976656191555706,IFNA16,0.4932003850683878,CLEC18C,0.2027372210441267,ITM2C,1.5236900376245772
9072,SDHAP2,2.3996778772881764,ZBTB25,13.709451146224737,C17orf67,5.976363870754075,MAN2A2,0.4931858108010234,GRAMD1A,0.2027368490208693,CYP17A1,1.5236813862076943
9073,PRCP,2.399640796753957,IMPA2,13.709097672704491,PCBP1-AS1,5.975638674997458,TMEM50A,0.4931794472595257,IQCG,0.20268836311386898,SIRT3,1.5236517504700897
9074,MSANTD1,2.3996041499533374,GLIS2,13.708659018592936,GTF2H5,5.975588076769475,H2AC13,0.49315510824697584,PROM2,0.2026466562912819,EPS8L1,1.5235633765190157
9075,GDAP1L1,2.398876397164343,POLR2M,13.707816842252157,PRDM10,5.975578632621284,PEX16,0.49314726470465553,LOC100506250,0.20259932980197065,RER1,1.5235106595993189
9076,DTX3,2.3988754873705,TMEM222,13.707084273792255,MLLT1,5.975306693488581,UNC13A,0.4931086019636952,CACUL1,0.2025983457302943,SMIM10L2B,1.5234578369598373
9077,GAGE8,2.3987646102688824,SOCS7,13.70681094775679,SP1,5.975014694784603,ZADH2,0.4931083849549746,PLEKHG5,0.20259393093954947,TRAF3,1.5234346991176035
9078,TRPM2,2.3986611736838768,PARP4,13.706291887154709,SNORD13,5.974808741903841,CDC16,0.4930728922426377,CBWD5,0.20258293243012918,PLA1A,1.5233673401049919
9079,ZNF497,2.3986472348173984,SDC4,13.705762322503848,GTF2IRD2P1,5.974262908640698,HMG20A,0.49306829467586316,COL28A1,0.2025806803241352,MMD,1.5233669469256326
9080,TPK1,2.398193302834229,SRMS,13.705281209786099,TTLL1,5.974159924951406,MPHOSPH9,0.4930505327446161,FXYD6-FXYD2,0.20257912820851928,KIAA1671,1.5232816539035032
9081,WDR11,2.3980906817921057,TRIT1,13.703888464704193,KDM4B,5.97401839172237,SLFN13,0.49304934084548635,POLR3C,0.20257735422511478,TRAFD1,1.52327388793982
9082,ARHGEF19,2.397844132484631,CPQ,13.703398653101532,GABBR1,5.974013520269466,CATSPER3,0.49304697944697773,SMPD2,0.2025728514888286,PEX14,1.5232251679160305
9083,TPRA1,2.397832214859594,NSUN7,13.703197373571125,HABP4,5.972934749304002,TTLL9,0.4930337385432007,MYT1,0.2025696632646511,FAM7A1,1.5232002334588979
9084,PLK2,2.3978013614680393,IER3,13.702523429018859,CYC1,5.97206896784867,FUNDC2,0.49301122682899656,ABRAXAS1,0.20256584654914886,TMOD2,1.5231743696446527
9085,DNAI1,2.3977496559286604,STAT5B,13.701617975010327,H2AW,5.971939271222336,P4HA2,0.49299171567793104,ARAP1,0.20255465430805678,SNUPN,1.5231496682685253
9086,LINC00705,2.3977058996191776,LINC00347,13.701376086547302,ARMCX4,5.971796641383543,TRAPPC1,0.49297684630393607,SLC24A2,0.2025516433051977,SNCG,1.5230412788705283
9087,PYGL,2.3976898995492633,TBC1D19,13.70073639306833,PYGB,5.971489698985958,ASPHD1,0.4929060494079339,PIP4K2C,0.2025493549648927,LINC01364,1.5230215387229173
9088,MT2A,2.397583054306368,MLX,13.70002182363695,ZNF593,5.97147553673986,MAGED4,0.49290546407468033,ZNF609,0.20254485145107448,PSMB4,1.5228752979345443
9089,QSER1,2.3975319647603457,PHF1,13.699862556048185,CARHSP1,5.9714613184463206,TREML2,0.49288117430446066,NIT2,0.2025211511461537,RILPL2,1.5228742060039588
9090,CFI,2.397488225189284,MTHFD2,13.699517863157473,RABL2B,5.971451037579396,CCDC15,0.49287052290919675,MYC,0.20251887337053248,TGDS,1.5226165717653282
9091,HMX1,2.3974166704841577,ADRA2A,13.699514499945183,MUC20,5.971424793324718,CBX8,0.4928425874345651,FTSJ3,0.20251731614006185,UBAP2,1.5225165701940153
9092,GPR179,2.397100323463781,SNTA1,13.698962213258163,BCL2L11,5.969957089910918,OR9G9,0.4928332270818665,TFIP11,0.20251403911922033,RAB7A,1.5224867176875263
9093,NSMF,2.3970679451403414,MRPL34,13.698051050156554,ACACA,5.9698332130630005,SLC43A3,0.49282796706185616,GNAS,0.20251249999596058,SPOUT1,1.522476362536967
9094,SPTY2D1,2.3970435350442885,IGF2R,13.697144241922347,SESN1,5.9691252264168835,SH3TC1,0.492815777798032,COL6A6,0.20250929729327624,MIOS,1.5224202842124828
9095,ZNF404,2.3969781957420486,SCARA3,13.696845633401415,MOCS1,5.967045920882854,LINC00909,0.4928111285573128,TGM1,0.20249769228230693,RBM39,1.5223685242028007
9096,EBF1,2.3967216158502436,SEPTIN10,13.696657331069247,HCFC1,5.9667618472002815,EEF1A2,0.49280469923559006,CCDC7,0.20249312515158086,ZNF708,1.5222858757631104
9097,KRTAP21-2,2.396704861160316,AGPAT4-IT1,13.696397164343532,CCT5,5.9663968746596865,DCAF4,0.4928017100155602,AFAP1L1,0.20247507857203936,TRPV4,1.522074916312014
9098,PLEKHM1,2.396517166641992,CCL4L2,13.695702037293982,SMPD1,5.966320411832237,H3C13,0.4927979076310702,SLC18B1,0.2024644854389012,LOC100289094,1.5219465895549635
9099,N4BP2L2,2.3963076998281836,SFN,13.695643663891476,ALKBH6,5.966309391903518,PSD,0.4927919530410752,ERCC8,0.20245676670310492,ZNF781,1.5219279027559185
9100,KIF21A,2.396254332351257,ABI2,13.695132326564615,TLR7,5.966269354298005,OR7E156P,0.49278835886812666,ACTL6A,0.20245384372117572,UBE4B,1.521925390519488
9101,EID2,2.396107138813827,CDKN2B,13.693836104816185,SNX4,5.9658987382540145,ENPP3,0.4927852869056907,CMC4,0.20240462941054616,SERPINI2,1.5218959321397927
9102,GNRH2,2.396050446267043,RDH8,13.693778607586555,CTPS2,5.963856002940433,FSIP2,0.49278524552023145,CCDC126,0.20240434320626166,BCAP31,1.5217778000137798
9103,ZBTB24,2.3960229176184136,TDG,13.693651304723277,AKAP7,5.963671662022952,TSHR,0.49278417721619794,CYP3A7,0.2023907707575887,IQCN,1.521739142726313
9104,CREBBP,2.3959959614195903,DZIP1L,13.693252477379717,SEC16A,5.962153163900076,DCLRE1B,0.4927765315876377,ENPP6,0.20238379190116576,PRMT8,1.521656020276261
9105,PLXNA2,2.3959604652232076,SGK2,13.69242257038154,ST7-AS2,5.961155850010814,AOPEP,0.49275646970538234,RPA1,0.20238182530087437,PCDH18,1.521501511004044
9106,NDUFA7,2.3956170287366363,POGLUT3,13.691991995765397,SRGAP2,5.961091718902375,PIGF,0.4927357367117845,NOTUM,0.20237799017586988,CASP6,1.5215007776779947
9107,LOC441242,2.395336997586361,CGRRF1,13.691457777068678,SPAG11A,5.960779583326928,ACSBG2,0.49271989162510704,TMEM159,0.20237693848262045,ERCC4,1.5214747986005737
9108,ZNF195,2.3952673143046916,MGC70863,13.690919859137056,PIGZ,5.960587276178534,CAPN8,0.492688501818347,CD55,0.20237263718372106,DDR2,1.521354621028403
9109,SLC22A4,2.3952569713115706,WDR20,13.689336583993148,PGS1,5.9590559044014855,PIGY,0.49267977718390243,ROS1,0.20236597329506267,CMTM3,1.5212619115599144
9110,SLC38A10,2.395192880831431,METAP2,13.688023869957453,CTNNAL1,5.959045701376089,GRM2,0.49266610250335513,CASP5,0.2023640210304844,EDIL3,1.5212209297900994
9111,NECAB2,2.395142651266401,EFHD1,13.688001279862954,FDFT1,5.958911551756176,FAM86FP,0.4926656019624005,ITGAV,0.2023511339389388,SPTB,1.5211899687251758
9112,CABYR,2.3949745672110367,ARFGAP2,13.68746367755674,SLC44A1,5.958397419000555,PDK4,0.49265379606848275,ACE2,0.20232913376802408,SLC39A6,1.5211599389458939
9113,SPAST,2.394881351253035,ZNF134,13.686818098053637,DHDDS,5.957293057054219,ZCCHC7,0.49264256463173106,CTPS2,0.2023204376705682,PAOX,1.5211025356883099
9114,TBC1D20,2.394871604883734,GGA2,13.686783392653853,DDX60,5.9566709348577165,PAQR8,0.4926418782920938,SPDYE1,0.20231947596988606,SLC41A2,1.521095803364445
9115,MTSS2,2.3946325637089245,ELOB,13.684610553565289,PPP2R3B,5.956536479810773,SMYD5,0.49262130183617264,PYROXD1,0.20230910058963092,RPP21,1.52107071481053
9116,NARS1,2.3945915560841766,IGSF9,13.684155823400388,ALB,5.956531896059451,RNF6,0.49259786562533064,PRB3,0.20228471701659584,CEP76,1.5210331272753908
9117,CEP57,2.3943683180372948,VILL,13.683801929850876,NPTN,5.956473575123329,CDKN2B-AS1,0.49259495847670076,MBD5,0.20227655607554146,RIPK1,1.5210087792458424
9118,ZSCAN9,2.3941621516783056,AP1G2,13.683139202013521,CYTH3,5.956421314538672,PCSK7,0.49257867589098125,CBS,0.20227090994829605,PNMA8A,1.520887997083867
9119,SH3BGR,2.3940158870271335,SLC11A2,13.680715033703581,CALML4,5.955675056818325,NOX3,0.49255783087637717,THAP3,0.20226489911891551,HCG22,1.520629189681014
9120,ZNF875,2.3939903085610017,COLEC12,13.676899120509303,GALNTL6,5.9541715495598835,GADD45A,0.4925490849116701,FXYD4,0.20226179273237885,UGT1A8,1.5206224328176046
9121,CCDC167,2.3936470841444915,SNX3,13.676861953986696,SREBF2,5.953857412798815,TTLL13P,0.4925392447375041,RAD51AP1,0.20225862411724427,LSM5,1.5206159378949793
9122,FBXO38,2.3934939207843673,ACADS,13.6755225071597,DISP3,5.9536539109839355,CNTN6,0.49253037430838337,LRWD1,0.2022482638996351,NT5C1A,1.5205922370027964
9123,OSBPL7,2.3933639630038885,LOC338620,13.674993650949794,OR7E14P,5.953277481094795,GAA,0.4925261133699975,PHYH,0.2022390537637637,MCL1,1.5205761329888596
9124,ZBTB18,2.3931982037333728,BZW2,13.67485969802246,GBF1,5.951631299098504,TRAPPC6B,0.49249323385189037,PLN,0.20223501141575514,PYROXD2,1.5204974745820128
9125,PGAM5,2.3931858621452116,LMAN1,13.674096209844775,SLC25A23,5.9514784467371875,KLC4,0.4924916073762366,SHOC2,0.2022294416860037,ZNF470,1.5203929872638744
9126,CCDC34,2.3930082074886543,TUBGCP5,13.67299359602017,STK40,5.951052025297163,GNRH2,0.4924913904764208,AUNIP,0.20222160121365876,KDM4B,1.5203164894477932
9127,FBXO41,2.392903729174615,TTTY10,13.672939593225356,FCMR,5.950873950181614,POLRMT,0.4924829115614174,KIAA1324L,0.20222148064569379,UBAP2L,1.5202367164058261
9128,TFB1M,2.392852252897252,RNF10,13.672922370419252,TAGAP,5.950775840296149,CCL2,0.4924751598822736,CHRNB1,0.20221024001475413,SNAPC2,1.5199934754009465
9129,ANKRD36B,2.392850063892892,IGFBP7,13.672837410775003,CYFIP2,5.949854450167069,RPA4,0.49247444377601196,IL2RG,0.2022041440466235,KNSTRN,1.5198835578395646
9130,KCNB2,2.3927855881742834,TISP43,13.672552366410239,KYAT3,5.9496682213463545,ID1,0.4924717885149226,ANKRD30A,0.20219924243817086,CALHM1,1.5198061912653993
9131,FASTKD1,2.392723262691325,DCAF17,13.672153271565776,CEP89,5.949628567246121,ARFGEF2,0.4924523375409243,KLHL5,0.20218183019293787,SETX,1.5196958381019028
9132,PUS3,2.3923510175941205,DENND4C,13.671208042065116,LAP3,5.949489812943431,ANKRD40,0.4924479196356574,PCYOX1L,0.20217776662676867,KGFLP1,1.5196922793610543
9133,H2AX,2.3922868903066163,CBFB,13.669613928003152,WDR7,5.948502551424821,SLCO2B1,0.49244484965464796,RPL27,0.20217683104682102,ST18,1.5195747515034281
9134,CD82,2.3922484597638443,MORN1,13.669504908387253,RAD9A,5.947637628737591,PCDHGA9,0.4924233402052916,SPRR2D,0.20216961415159584,TAL1,1.519476268649686
9135,ITPKA,2.39196159672158,IAH1,13.66690344365457,FAHD1,5.947337934168311,DGCR6,0.49240345879795966,WHAMMP1,0.2021468226751465,KRTAP1-5,1.5194230591025801
9136,FIP1L1,2.391958354677801,POP1,13.666780219190096,PLEKHJ1,5.947219392530464,SMN2,0.49239681370625665,PSD2,0.2021395255430362,FAH,1.5193763442363368
9137,TAF7,2.3916456008754237,FBXL7,13.665093317482688,SORBS3,5.946040072742151,KCNF1,0.49239029781756455,SIL1,0.20213601414342286,HOGA1,1.51936234963438
9138,SLF2,2.391355667799246,PTX4,13.664701281307389,SF3B3,5.9459447650079715,ERMAP,0.49235234682419055,DOLK,0.20210037017170507,TREML5P,1.5192770573491499
9139,TRERF1,2.3913174562109965,LOC644617,13.664530998429601,CXorf38,5.945679473052191,SLC9A1,0.49233034855711755,NUP58,0.20207906666894548,NSMAF,1.5192572138969904
9140,GCOM1,2.390956517642309,SLC25A10,13.664132309094981,GXYLT1,5.945089610289272,NKX2-8,0.4923274978479015,CRLS1,0.20206375134141452,DPYSL3,1.5192305168659994
9141,DRAM1,2.390848277269253,PLAAT4,13.663317168745104,IL37,5.944966655586199,REXO1L1P,0.49229843813577784,APOL3,0.20206007460137035,STAT5B,1.5192151865538337
9142,SPDYE8P,2.3906743458247024,RAB40C,13.662280464396693,BZW2,5.94475123391654,DACH1,0.4922885075947662,MAML3,0.2020539300463656,PHACTR1,1.5192126157569332
9143,ZFP30,2.390600135809295,PBRM1,13.661740764276837,NADSYN1,5.94465616303954,MPEG1,0.49228349400963134,PAX6-AS1,0.20204499546284388,LILRB3,1.5191827829553124
9144,SPATA31D3,2.390293378223391,GNB1,13.660935237160507,WDR24,5.944606475367127,ALDH2,0.4922824250832149,CHN2,0.20204040779807034,ADGRF1,1.5191795669328747
