,gene_Her2_x,score_Her2_x,gene_Her2_y,score_Her2_y
3518,ANKRD6,0.6866144239511556,ANKRD6,0.6866144239511556
3519,REC8,0.686611940442789,REC8,0.686611940442789
3520,FUT11,0.6865898817346447,FUT11,0.6865898817346447
3521,ZNF274,0.6865778812710359,ZNF274,0.6865778812710359
3522,BTC,0.6865699125688057,BTC,0.6865699125688057
3523,NFKBIA,0.6865691674715912,NFKBIA,0.6865691674715912
3524,ASIP,0.6865437294513411,ASIP,0.6865437294513411
3525,EMC9,0.6865285527521447,EMC9,0.6865285527521447
3526,NXNL1,0.6865083824977487,NXNL1,0.6865083824977487
3527,TTC25,0.6864602543912773,TTC25,0.6864602543912773
3528,RAB22A,0.6864514889540781,RAB22A,0.6864514889540781
3529,SPCS2,0.6864116250031098,SPCS2,0.6864116250031098
3530,CPVL,0.6863893730572915,CPVL,0.6863893730572915
3531,MRPS18A,0.6863191418297887,MRPS18A,0.6863191418297887
3532,ME1,0.68631409197176,ME1,0.68631409197176
3533,CMTM6,0.6863062792768495,CMTM6,0.6863062792768495
3534,SCARB1,0.6862972711347803,SCARB1,0.6862972711347803
3535,ERF,0.6862857378558755,ERF,0.6862857378558755
3536,TTC21A,0.6862571005636079,TTC21A,0.6862571005636079
3537,CBLC,0.6862536700311592,CBLC,0.6862536700311592
3538,NPCR,0.686242617375665,NPCR,0.686242617375665
3539,PPP1R12B,0.6862321172021024,PPP1R12B,0.6862321172021024
3540,DGKA,0.6862267092983619,DGKA,0.6862267092983619
3541,GPX3,0.6862166250616009,GPX3,0.6862166250616009
3542,PSMC6,0.686208192772221,PSMC6,0.686208192772221
3543,WDR73,0.68620666682886,WDR73,0.68620666682886
3544,NRDE2,0.6861915656069622,NRDE2,0.6861915656069622
3545,SSB,0.6861891897265984,SSB,0.6861891897265984
3546,SLC35F2,0.686184386903214,SLC35F2,0.686184386903214
3547,TTLL1,0.6861822082416559,TTLL1,0.6861822082416559
3548,SLC13A3,0.6861314428319374,SLC13A3,0.6861314428319374
3549,HPS4,0.6861227082298902,HPS4,0.6861227082298902
3550,RIOX2,0.6861225005130174,RIOX2,0.6861225005130174
3551,ATP6V1B1,0.6861201578505033,ATP6V1B1,0.6861201578505033
3552,FAM47B,0.6861129996799309,FAM47B,0.6861129996799309
3553,SURF6,0.6860973549314665,SURF6,0.6860973549314665
3554,CA12,0.6860760689354477,CA12,0.6860760689354477
3555,BRCC3,0.6860671331873501,BRCC3,0.6860671331873501
3556,SRARP,0.6860610557465103,SRARP,0.6860610557465103
3557,RGS1,0.6860508082717774,RGS1,0.6860508082717774
3558,UXT,0.6860430284972182,UXT,0.6860430284972182
3559,LTF,0.6860263399099797,LTF,0.6860263399099797
3560,C1orf50,0.6860187496238966,C1orf50,0.6860187496238966
3561,NHP2,0.6860097858139591,NHP2,0.6860097858139591
3562,GNAO1,0.6860036578633125,GNAO1,0.6860036578633125
3563,SHB,0.6859693878228987,SHB,0.6859693878228987
3564,IQSEC2,0.6859554953086733,IQSEC2,0.6859554953086733
3565,WDR46,0.685918574045336,WDR46,0.685918574045336
3566,RARRES1,0.6859015471306349,RARRES1,0.6859015471306349
3567,MTERF3,0.6858850618865627,MTERF3,0.6858850618865627
3568,CEMP1,0.6858669790698682,CEMP1,0.6858669790698682
3569,TRAF2,0.6858511557731659,TRAF2,0.6858511557731659
3570,PHF11,0.6858424273848259,PHF11,0.6858424273848259
3571,USO1,0.6857957572965904,USO1,0.6857957572965904
3572,MAPRE3,0.6857816980961793,MAPRE3,0.6857816980961793
3573,C4A,0.6857708849851553,C4A,0.6857708849851553
3574,SMC2,0.6857474918094696,SMC2,0.6857474918094696
3575,MRPL9,0.6857265999683366,MRPL9,0.6857265999683366
3576,UBE2V1,0.6857193335948082,UBE2V1,0.6857193335948082
3577,OTUB2,0.6857179617938607,OTUB2,0.6857179617938607
3578,PDS5A,0.6857110721027775,PDS5A,0.6857110721027775
3579,EEF1AKMT3,0.6857013102890699,EEF1AKMT3,0.6857013102890699
3580,AHCTF1,0.6856834166199743,AHCTF1,0.6856834166199743
3581,RNGTT,0.6856832940567755,RNGTT,0.6856832940567755
3582,UPF3A,0.6856313751139622,UPF3A,0.6856313751139622
3583,SPTBN5,0.6856274987803185,SPTBN5,0.6856274987803185
3584,FBXW11,0.6856266977947336,FBXW11,0.6856266977947336
3585,RPL9P11,0.685621424309863,RPL9P11,0.685621424309863
3586,OR2T2,0.6856141240036034,OR2T2,0.6856141240036034
3587,ZNF417,0.6856069788566547,ZNF417,0.6856069788566547
3588,FUT6,0.6855669084548138,FUT6,0.6855669084548138
3589,SREBF1,0.6855340672190305,SREBF1,0.6855340672190305
3590,UVSSA,0.6854924592346551,UVSSA,0.6854924592346551
3591,CLN6,0.6854854246036833,CLN6,0.6854854246036833
3592,NAB1,0.6853995655104934,NAB1,0.6853995655104934
3593,PON2,0.6853720430875708,PON2,0.6853720430875708
3594,OIT3,0.6853636707205987,OIT3,0.6853636707205987
3595,NECTIN4,0.6853579078927186,NECTIN4,0.6853579078927186
3596,RTN2,0.6853547003014484,RTN2,0.6853547003014484
3597,UBE2L3,0.685306251010518,UBE2L3,0.685306251010518
3598,ZMYM1,0.6852651810244307,ZMYM1,0.6852651810244307
3599,LCMT1,0.6852371861618756,LCMT1,0.6852371861618756
3600,CLIP2,0.6852335865481868,CLIP2,0.6852335865481868
3601,BYSL,0.6852233216065412,BYSL,0.6852233216065412
3602,SSU72,0.685208381535865,SSU72,0.685208381535865
3603,IPO13,0.6852043667225,IPO13,0.6852043667225
3604,KLF12,0.6851824439031868,KLF12,0.6851824439031868
3605,SEMA4A,0.6851374976994015,SEMA4A,0.6851374976994015
3606,PEX1,0.685119623530821,PEX1,0.685119623530821
3607,SMG8,0.685115255936365,SMG8,0.685115255936365
3608,TRIM25,0.6850846359174821,TRIM25,0.6850846359174821
3609,CKS2,0.685045429244477,CKS2,0.685045429244477
3610,ISCU,0.6850418982424914,ISCU,0.6850418982424914
3611,EEF2,0.6850330125589723,EEF2,0.6850330125589723
3612,LOC554206,0.6850071731035567,LOC554206,0.6850071731035567
3613,RBM12,0.6850047297336634,RBM12,0.6850047297336634
3614,CA9,0.6849867494152706,CA9,0.6849867494152706
3615,DOK7,0.6849617532359359,DOK7,0.6849617532359359
3616,PIMREG,0.6849280040367672,PIMREG,0.6849280040367672
3617,ECD,0.6848727418205949,ECD,0.6848727418205949
3618,SCRN2,0.6848626409317923,SCRN2,0.6848626409317923
3619,SUSD1,0.6848485246460793,SUSD1,0.6848485246460793
3620,SGK1,0.684834195426473,SGK1,0.684834195426473
3621,FOXD4L1,0.6848187180188835,FOXD4L1,0.6848187180188835
3622,VILL,0.6848129955193787,VILL,0.6848129955193787
3623,RABL3,0.6848108554910868,RABL3,0.6848108554910868
3624,TIMM21,0.6848043471012466,TIMM21,0.6848043471012466
3625,C7orf26,0.6847768235179936,C7orf26,0.6847768235179936
3626,DNAJC17,0.6847321494965181,DNAJC17,0.6847321494965181
3627,IRF2BP1,0.6847201702531962,IRF2BP1,0.6847201702531962
3628,GPX7,0.6847086035991082,GPX7,0.6847086035991082
3629,C11orf1,0.6847001609676057,C11orf1,0.6847001609676057
3630,TATDN3,0.6846355443635855,TATDN3,0.6846355443635855
3631,ENTPD4,0.6846267666990907,ENTPD4,0.6846267666990907
3632,GLCCI1,0.6845612668733102,GLCCI1,0.6845612668733102
3633,FBXL3,0.6845478749690606,FBXL3,0.6845478749690606
3634,ERICH1,0.6845409704661164,ERICH1,0.6845409704661164
3635,SCLY,0.6845404308936944,SCLY,0.6845404308936944
3636,DDX21,0.6844696260386594,DDX21,0.6844696260386594
3637,CLSTN1,0.6844658291831949,CLSTN1,0.6844658291831949
3638,SIPA1,0.6844612995322785,SIPA1,0.6844612995322785
3639,TUBGCP6,0.6844500558125253,TUBGCP6,0.6844500558125253
3640,RIC3,0.6844420142422882,RIC3,0.6844420142422882
3641,ZNF514,0.6843906641203651,ZNF514,0.6843906641203651
3642,ROGDI,0.68436058517571,ROGDI,0.68436058517571
3643,ILF2,0.6843305670591713,ILF2,0.6843305670591713
3644,ARL6IP6,0.6843037884138697,ARL6IP6,0.6843037884138697
3645,RIN1,0.6842840303602368,RIN1,0.6842840303602368
3646,SNAPC2,0.6842757797796162,SNAPC2,0.6842757797796162
3647,SLC9A8,0.6842727796765696,SLC9A8,0.6842727796765696
3648,CCBL2,0.6842722547956347,CCBL2,0.6842722547956347
3649,ZNF473,0.6842608102084089,ZNF473,0.6842608102084089
3650,TUT1,0.6842454932201578,TUT1,0.6842454932201578
3651,PSMC2,0.6842450563121838,PSMC2,0.6842450563121838
3652,STIL,0.6842329769502409,STIL,0.6842329769502409
3653,CIC,0.6842292558495069,CIC,0.6842292558495069
3654,PIK3R2,0.6842069294907196,PIK3R2,0.6842069294907196
3655,ARHGEF5,0.6841877352046248,ARHGEF5,0.6841877352046248
3656,EBF2,0.6841710489520755,EBF2,0.6841710489520755
3657,SRSF9,0.6841512893952383,SRSF9,0.6841512893952383
3658,METTL6,0.6841494123724274,METTL6,0.6841494123724274
3659,KLHL20,0.6841003841969865,KLHL20,0.6841003841969865
3660,TFIP11,0.6840812738018667,TFIP11,0.6840812738018667
3661,NDN,0.6840753313329221,NDN,0.6840753313329221
3662,UNC45A,0.6840624533231298,UNC45A,0.6840624533231298
3663,ZC3HAV1,0.6840563276030969,ZC3HAV1,0.6840563276030969
3664,CR593862,0.6840247494384805,CR593862,0.6840247494384805
3665,AHCYL1,0.6840221695331555,AHCYL1,0.6840221695331555
3666,NT5M,0.6840119989523327,NT5M,0.6840119989523327
3667,PCBD1,0.6840077063327099,PCBD1,0.6840077063327099
3668,CES3,0.6840039428047611,CES3,0.6840039428047611
3669,TCL1B,0.6840006653657149,TCL1B,0.6840006653657149
3670,PGAM4,0.6839880661286909,PGAM4,0.6839880661286909
3671,CAD,0.6839548238899648,CAD,0.6839548238899648
3672,RNF167,0.6839353460498564,RNF167,0.6839353460498564
3673,GLB1,0.6839336839925344,GLB1,0.6839336839925344
3674,DYNC2LI1,0.683930961436505,DYNC2LI1,0.683930961436505
3675,DNMT3B,0.6838899970438826,DNMT3B,0.6838899970438826
3676,PHC2,0.6838742202582626,PHC2,0.6838742202582626
3677,SEMA3F,0.6838574563139862,SEMA3F,0.6838574563139862
3678,SPEN,0.6838489885102376,SPEN,0.6838489885102376
3679,MADD,0.6838281201989306,MADD,0.6838281201989306
3680,MIRLET7BHG,0.6838268900645936,MIRLET7BHG,0.6838268900645936
3681,SCAMP5,0.683781042476201,SCAMP5,0.683781042476201
3682,EBP,0.6837712550200348,EBP,0.6837712550200348
3683,SNORD38A,0.6837615284400291,SNORD38A,0.6837615284400291
3684,VPS24,0.6837509016614433,VPS24,0.6837509016614433
3685,LOC642384,0.6837467922478798,LOC642384,0.6837467922478798
3686,AP2M1,0.6837273145311241,AP2M1,0.6837273145311241
3687,OR2A42,0.6837215049105659,OR2A42,0.6837215049105659
3688,CD22,0.6837046675429717,CD22,0.6837046675429717
3689,SNCG,0.6836845446115069,SNCG,0.6836845446115069
3690,USP38,0.6836694561242186,USP38,0.6836694561242186
3691,DLD,0.683661958799969,DLD,0.683661958799969
3692,MTA3,0.6836575165053655,MTA3,0.6836575165053655
3693,ZFP14,0.6836346713342121,ZFP14,0.6836346713342121
3694,NUDT21,0.6836260867748218,NUDT21,0.6836260867748218
3695,PDE9A,0.6835648817296057,PDE9A,0.6835648817296057
3696,TRIM68,0.6835572095092807,TRIM68,0.6835572095092807
3697,TIMM9,0.6835399630929841,TIMM9,0.6835399630929841
3698,TUBA3FP,0.6835325628485696,TUBA3FP,0.6835325628485696
3699,RFXAP,0.6835110673887236,RFXAP,0.6835110673887236
3700,PTP4A2,0.6834951134194507,PTP4A2,0.6834951134194507
3701,DUSP26,0.683492057149943,DUSP26,0.683492057149943
3702,PODXL,0.683484287988527,PODXL,0.683484287988527
3703,FSTL1,0.6834738174475549,FSTL1,0.6834738174475549
3704,KLHDC4,0.6834453876842671,KLHDC4,0.6834453876842671
3705,GNE,0.6834328583843515,GNE,0.6834328583843515
3706,RNF25,0.6834199677061332,RNF25,0.6834199677061332
3707,RBM28,0.683409519389023,RBM28,0.683409519389023
3708,SLC36A4,0.683405941535404,SLC36A4,0.683405941535404
3709,TMEM56,0.683394271877191,TMEM56,0.683394271877191
3710,MTA2,0.6833783440319764,MTA2,0.6833783440319764
3711,GGT1,0.6833679341459273,GGT1,0.6833679341459273
3712,RPE,0.6833555760936088,RPE,0.6833555760936088
3713,RNF145,0.6833181394371918,RNF145,0.6833181394371918
3714,KIF11,0.6833158989586471,KIF11,0.6833158989586471
3715,SRGAP2P2,0.683288262025575,SRGAP2P2,0.683288262025575
3716,SEC31B,0.6832834414278511,SEC31B,0.6832834414278511
3717,EAPP,0.6832605430578695,EAPP,0.6832605430578695
3718,TBC1D32,0.683220842450691,TBC1D32,0.683220842450691
3719,COMMD8,0.6831998228333462,COMMD8,0.6831998228333462
3720,GLMP,0.6831942692474504,GLMP,0.6831942692474504
3721,GMCL1,0.6831890068560527,GMCL1,0.6831890068560527
3722,PLXNC1,0.6831884014488446,PLXNC1,0.6831884014488446
3723,TRPV1,0.6831709572217315,TRPV1,0.6831709572217315
3724,SPOUT1,0.6831546072653187,SPOUT1,0.6831546072653187
3725,IL20RB,0.6831510254544274,IL20RB,0.6831510254544274
3726,ATXN3,0.6831214277318057,ATXN3,0.6831214277318057
3727,DLC1,0.6830951221082358,DLC1,0.6830951221082358
3728,FOXO1,0.6830819283662811,FOXO1,0.6830819283662811
3729,RPL24,0.6830744251000439,RPL24,0.6830744251000439
3730,OR11G2,0.6830290375592525,OR11G2,0.6830290375592525
3731,RPL30,0.6830272670177587,RPL30,0.6830272670177587
3732,ESM1,0.6830001154252836,ESM1,0.6830001154252836
3733,BROX,0.6829584173122595,BROX,0.6829584173122595
3734,ZNF526,0.6829467895825931,ZNF526,0.6829467895825931
3735,ATG14,0.6829289319857605,ATG14,0.6829289319857605
3736,MPHOSPH6,0.6828945496074587,MPHOSPH6,0.6828945496074587
3737,ZNF18,0.6828927326085297,ZNF18,0.6828927326085297
3738,PRR7,0.6828697582671757,PRR7,0.6828697582671757
3739,PHYH,0.6828420614478665,PHYH,0.6828420614478665
3740,SPDL1,0.6828357569597797,SPDL1,0.6828357569597797
3741,LHFPL6,0.6828275449490788,LHFPL6,0.6828275449490788
3742,MYOM2,0.6828275031445977,MYOM2,0.6828275031445977
3743,COX19,0.6828163925178073,COX19,0.6828163925178073
3744,MED16,0.6828095047728989,MED16,0.6828095047728989
3745,NIBAN2,0.6827887426436479,NIBAN2,0.6827887426436479
3746,RIMBP3,0.6827755875246879,RIMBP3,0.6827755875246879
3747,PAK3,0.6827734166183372,PAK3,0.6827734166183372
3748,ZNF467,0.6827727920300807,ZNF467,0.6827727920300807
3749,ATAD3C,0.6827579029361845,ATAD3C,0.6827579029361845
3750,RNF170,0.682708190074454,RNF170,0.682708190074454
3751,SERPINF1,0.6826914068647695,SERPINF1,0.6826914068647695
3752,PPP1R2,0.6826713581793519,PPP1R2,0.6826713581793519
3753,ZBTB25,0.6826648349075612,ZBTB25,0.6826648349075612
3754,IGFBP7,0.6826494852308048,IGFBP7,0.6826494852308048
3755,BMS1,0.6826390705964499,BMS1,0.6826390705964499
3756,ERMARD,0.6826385893168011,ERMARD,0.6826385893168011
3757,BRAT1,0.6826292994310087,BRAT1,0.6826292994310087
3758,KNDC1,0.6826172175394372,KNDC1,0.6826172175394372
3759,ADRM1,0.6826003742567921,ADRM1,0.6826003742567921
3760,KCNH6,0.6825518930438744,KCNH6,0.6825518930438744
3761,HIATL2,0.6825461667536864,HIATL2,0.6825461667536864
3762,ITIH5,0.6825452067090122,ITIH5,0.6825452067090122
3763,SLC2A14,0.6825374986689833,SLC2A14,0.6825374986689833
3764,USP30,0.6825253117254257,USP30,0.6825253117254257
3765,FAM43A,0.6825067866040002,FAM43A,0.6825067866040002
3766,PBX2,0.6825030973661197,PBX2,0.6825030973661197
3767,MTMR14,0.6824775544295049,MTMR14,0.6824775544295049
3768,NCOA4,0.6824628197586582,NCOA4,0.6824628197586582
3769,ELK1,0.6824459491812709,ELK1,0.6824459491812709
3770,MOB4,0.6824396154514651,MOB4,0.6824396154514651
3771,HBS1L,0.6824141608444667,HBS1L,0.6824141608444667
3772,PECR,0.6823875573705565,PECR,0.6823875573705565
3773,SETBP1,0.6823844675519233,SETBP1,0.6823844675519233
3774,KNTC1,0.6823767144436189,KNTC1,0.6823767144436189
3775,IMP4,0.6823740661285119,IMP4,0.6823740661285119
3776,BMPR1A,0.6823712219647231,BMPR1A,0.6823712219647231
3777,CTBS,0.6823610837634665,CTBS,0.6823610837634665
3778,VPS51,0.6823553335583966,VPS51,0.6823553335583966
3779,ZNF137P,0.6823288833972263,ZNF137P,0.6823288833972263
3780,SCARB2,0.6822895221311978,SCARB2,0.6822895221311978
3781,C10orf12,0.6822806883001324,C10orf12,0.6822806883001324
3782,LONP2,0.682245045186146,LONP2,0.682245045186146
3783,C1orf35,0.6822436317056196,C1orf35,0.6822436317056196
3784,BICRA,0.6822419719928464,BICRA,0.6822419719928464
3785,COMMD6,0.6822419052064161,COMMD6,0.6822419052064161
3786,ZNF639,0.6822322250332362,ZNF639,0.6822322250332362
3787,ZNF248,0.6822150914398133,ZNF248,0.6822150914398133
3788,TMEM204,0.6822111980557073,TMEM204,0.6822111980557073
3789,CCDC114,0.6822045483255524,CCDC114,0.6822045483255524
3790,CYSRT1,0.6822018196807026,CYSRT1,0.6822018196807026
3791,TSPYL5,0.6821890107074491,TSPYL5,0.6821890107074491
3792,S100A13,0.6821703250960545,S100A13,0.6821703250960545
3793,COL16A1,0.6821669052585364,COL16A1,0.6821669052585364
3794,RTL6,0.6821649550910875,RTL6,0.6821649550910875
3795,MTR,0.6821505263312837,MTR,0.6821505263312837
3796,PDE1A,0.6821479451583434,PDE1A,0.6821479451583434
3797,TFB2M,0.6821207309393407,TFB2M,0.6821207309393407
3798,LOC440910,0.6820838058428091,LOC440910,0.6820838058428091
3799,SPATA2L,0.6820486612243263,SPATA2L,0.6820486612243263
3800,ERI2,0.6820464798507199,ERI2,0.6820464798507199
3801,PANK2,0.6820307904933092,PANK2,0.6820307904933092
3802,SLC37A2,0.6820183429878302,SLC37A2,0.6820183429878302
3803,FARP2,0.6820110925298444,FARP2,0.6820110925298444
3804,ANGPT1,0.682009889381056,ANGPT1,0.682009889381056
3805,SETX,0.6819986284110082,SETX,0.6819986284110082
3806,PITX1,0.681963975438741,PITX1,0.681963975438741
3807,KIF5B,0.6819579292159372,KIF5B,0.6819579292159372
3808,TTC38,0.6819445671085514,TTC38,0.6819445671085514
3809,DIS3L,0.6819339160271651,DIS3L,0.6819339160271651
3810,TSPO,0.6819291763256387,TSPO,0.6819291763256387
3811,CTNNB1,0.6819153118250665,CTNNB1,0.6819153118250665
3812,AF086132,0.6818799488458446,AF086132,0.6818799488458446
3813,CLPSL1,0.6818747657073144,CLPSL1,0.6818747657073144
3814,SH2D4A,0.6818249874263747,SH2D4A,0.6818249874263747
3815,PEX7,0.6818207356625777,PEX7,0.6818207356625777
3816,GDAP2,0.6818083218826606,GDAP2,0.6818083218826606
3817,RETREG2,0.6817810795194007,RETREG2,0.6817810795194007
3818,RAI2,0.6817586713616149,RAI2,0.6817586713616149
3819,TMEM61,0.6817534371345167,TMEM61,0.6817534371345167
3820,SF3B3,0.6817350947309482,SF3B3,0.6817350947309482
3821,CRTAP,0.6817323687173024,CRTAP,0.6817323687173024
3822,GBA,0.6817289662604294,GBA,0.6817289662604294
3823,GRB10,0.6817154122780783,GRB10,0.6817154122780783
3824,TSPAN8,0.681704048537981,TSPAN8,0.681704048537981
3825,FKBP1A,0.681668819495549,FKBP1A,0.681668819495549
3826,LAD1,0.6816613972032456,LAD1,0.6816613972032456
3827,IQGAP3,0.6816309465328784,IQGAP3,0.6816309465328784
3828,HEXD,0.6816286935336057,HEXD,0.6816286935336057
3829,SKP2,0.6816096713661433,SKP2,0.6816096713661433
3830,ATP1B1,0.6815958308825268,ATP1B1,0.6815958308825268
3831,ENC1,0.6815952011752799,ENC1,0.6815952011752799
3832,GPX1,0.6815887284906622,GPX1,0.6815887284906622
3833,SPOPL,0.6815852775757071,SPOPL,0.6815852775757071
3834,RNF207,0.6815336691894832,RNF207,0.6815336691894832
3835,NEIL1,0.681526501003814,NEIL1,0.681526501003814
3836,RAB4B,0.6815254087944327,RAB4B,0.6815254087944327
3837,OMD,0.681522601013244,OMD,0.681522601013244
3838,PHOSPHO2,0.6815203734864681,PHOSPHO2,0.6815203734864681
3839,SRSF3,0.6815158962457786,SRSF3,0.6815158962457786
3840,ACAD9,0.6815046901421163,ACAD9,0.6815046901421163
3841,DELE1,0.6814850423538589,DELE1,0.6814850423538589
3842,RAD51C,0.6814436399452073,RAD51C,0.6814436399452073
3843,SLC35F5,0.6814326191022805,SLC35F5,0.6814326191022805
3844,PPIE,0.6814156093531744,PPIE,0.6814156093531744
3845,CEP192,0.6814148720115007,CEP192,0.6814148720115007
3846,TYSND1,0.6814065736754711,TYSND1,0.6814065736754711
3847,RPS6KB2,0.6813786565072926,RPS6KB2,0.6813786565072926
3848,ABCA2,0.6813655039310563,ABCA2,0.6813655039310563
3849,TXN2,0.6813479613644358,TXN2,0.6813479613644358
3850,STOX2,0.6813235597826331,STOX2,0.6813235597826331
3851,GAA,0.6812986735494334,GAA,0.6812986735494334
3852,ALDH4A1,0.6812849390741017,ALDH4A1,0.6812849390741017
3853,LOC285300,0.6812847706749124,LOC285300,0.6812847706749124
3854,BID,0.6812774719710977,BID,0.6812774719710977
3855,COMMD1,0.681277217607276,COMMD1,0.681277217607276
3856,RMDN3,0.6812551214245355,RMDN3,0.6812551214245355
3857,LSAMP,0.6812500929761337,LSAMP,0.6812500929761337
3858,SPDYE7P,0.6812451335031093,SPDYE7P,0.6812451335031093
3859,ABHD18,0.6811896146561051,ABHD18,0.6811896146561051
3860,HOXC4,0.6811724560182577,HOXC4,0.6811724560182577
3861,KIF15,0.6811619694746985,KIF15,0.6811619694746985
3862,POMGNT1,0.6811531914046094,POMGNT1,0.6811531914046094
3863,PDXP,0.681151854504358,PDXP,0.681151854504358
3864,UQCRB,0.6811388053506471,UQCRB,0.6811388053506471
3865,RPS5,0.6811238109084408,RPS5,0.6811238109084408
3866,MTMR12,0.6810860602036046,MTMR12,0.6810860602036046
3867,SSBP4,0.6810676103655094,SSBP4,0.6810676103655094
3868,SETD4,0.6810551749859949,SETD4,0.6810551749859949
3869,SPRED2,0.681031367137948,SPRED2,0.681031367137948
3870,RNF115,0.6810304105348189,RNF115,0.6810304105348189
3871,EIF2B5,0.6810260192786468,EIF2B5,0.6810260192786468
3872,RALGPS2,0.6810141422942405,RALGPS2,0.6810141422942405
3873,CHEK2P2,0.681012332317175,CHEK2P2,0.681012332317175
3874,NCOA2,0.6810019149306545,NCOA2,0.6810019149306545
3875,LPCAT1,0.6810014099457555,LPCAT1,0.6810014099457555
3876,IL17RC,0.6809862382265501,IL17RC,0.6809862382265501
3877,ADSL,0.6809839837675835,ADSL,0.6809839837675835
3878,CDK9,0.6809643968596797,CDK9,0.6809643968596797
3879,MRS2,0.6809495993147453,MRS2,0.6809495993147453
3880,PIEZO1,0.6809235261049147,PIEZO1,0.6809235261049147
3881,WNT2,0.6808595357375066,WNT2,0.6808595357375066
3882,PTPA,0.6808290926909509,PTPA,0.6808290926909509
3883,RWDD1,0.6808172296839121,RWDD1,0.6808172296839121
3884,SRPX,0.6808165936795832,SRPX,0.6808165936795832
3885,NIPBL,0.6808136849052586,NIPBL,0.6808136849052586
3886,CCT2,0.680806947298596,CCT2,0.680806947298596
3887,TTC13,0.6807975389004506,TTC13,0.6807975389004506
3888,AIF1,0.680795272947689,AIF1,0.680795272947689
3889,WDR24,0.6807411459675766,WDR24,0.6807411459675766
3890,LMBRD1,0.6807370581095782,LMBRD1,0.6807370581095782
3891,TCEAL1,0.6807241800928302,TCEAL1,0.6807241800928302
3892,RNF165,0.6807128547485894,RNF165,0.6807128547485894
3893,PPP1R14C,0.680708067020204,PPP1R14C,0.680708067020204
3894,VSIG10,0.6806928514098105,VSIG10,0.6806928514098105
3895,DAZAP2,0.6806875489239119,DAZAP2,0.6806875489239119
3896,DCAF6,0.6806786313923616,DCAF6,0.6806786313923616
3897,MFSD11,0.6806311468971094,MFSD11,0.6806311468971094
3898,IFI6,0.6806176368141313,IFI6,0.6806176368141313
3899,TPP2,0.6805804230542096,TPP2,0.6805804230542096
3900,CLDN7,0.6805729181751725,CLDN7,0.6805729181751725
3901,CDK10,0.680557442438432,CDK10,0.680557442438432
3902,CARS1,0.680555645451824,CARS1,0.680555645451824
3903,PKLR,0.6805488709228332,PKLR,0.6805488709228332
3904,VAMP8,0.680541332692921,VAMP8,0.680541332692921
3905,PRRT1,0.6805293095324716,PRRT1,0.6805293095324716
3906,SF3A3,0.6805264922043263,SF3A3,0.6805264922043263
3907,MNDA,0.6805106941230334,MNDA,0.6805106941230334
3908,IGIP,0.6805095565473738,IGIP,0.6805095565473738
3909,ANAPC7,0.680478005704513,ANAPC7,0.680478005704513
3910,PTPRK,0.6804719120221081,PTPRK,0.6804719120221081
3911,ORC2,0.6804636377581263,ORC2,0.6804636377581263
3912,CSE1L,0.680459891860038,CSE1L,0.680459891860038
3913,NKAIN1,0.6804560540283603,NKAIN1,0.6804560540283603
3914,CNEP1R1,0.6804508195529696,CNEP1R1,0.6804508195529696
3915,EML1,0.6804316287135598,EML1,0.6804316287135598
3916,LRRC8E,0.680399357746749,LRRC8E,0.680399357746749
3917,GNB4,0.6803816735449478,GNB4,0.6803816735449478
3918,ZNF598,0.6803661769942229,ZNF598,0.6803661769942229
3919,CNOT6L,0.6803438377876424,CNOT6L,0.6803438377876424
3920,RSPH1,0.6803308516670118,RSPH1,0.6803308516670118
3921,TMEM86B,0.6803179824526069,TMEM86B,0.6803179824526069
3922,CCL20,0.6803152100588558,CCL20,0.6803152100588558
3923,ZNF787,0.6802940619024483,ZNF787,0.6802940619024483
3924,TTLL3,0.6802876554562927,TTLL3,0.6802876554562927
3925,BUD23,0.6802790456434789,BUD23,0.6802790456434789
3926,DNHD1,0.6802716522135032,DNHD1,0.6802716522135032
3927,SNAPC5,0.6802413575884638,SNAPC5,0.6802413575884638
3928,MFAP5,0.6802280120715415,MFAP5,0.6802280120715415
3929,NDUFB7,0.6802156588599112,NDUFB7,0.6802156588599112
3930,KIF14,0.6802002915662619,KIF14,0.6802002915662619
3931,CLEC16A,0.6801814761278397,CLEC16A,0.6801814761278397
3932,POU2F1,0.6801712668221046,POU2F1,0.6801712668221046
3933,MOV10,0.6801570468728588,MOV10,0.6801570468728588
3934,SERINC2,0.6801409142117826,SERINC2,0.6801409142117826
3935,LOC93622,0.6801107665413373,LOC93622,0.6801107665413373
3936,AADAT,0.6800972682724856,AADAT,0.6800972682724856
3937,CD9,0.680094346925139,CD9,0.680094346925139
3938,IMMP1L,0.6800724023149846,IMMP1L,0.6800724023149846
3939,KRT8,0.6800499869351889,KRT8,0.6800499869351889
3940,C1orf131,0.6800107385879364,C1orf131,0.6800107385879364
3941,COX16,0.6799927858529792,COX16,0.6799927858529792
3942,LARP4B,0.679970886971069,LARP4B,0.679970886971069
3943,FAM217B,0.679965162393902,FAM217B,0.679965162393902
3944,NCALD,0.6799333133068138,NCALD,0.6799333133068138
3945,PSMA1,0.679926980940874,PSMA1,0.679926980940874
3946,LINC00265,0.679901507853481,LINC00265,0.679901507853481
3947,E2F3,0.6798951407671123,E2F3,0.6798951407671123
3948,MPND,0.6798805494246983,MPND,0.6798805494246983
3949,COL5A2,0.6798333246142453,COL5A2,0.6798333246142453
